HomeTeam,AwayTeam,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Everton,West Brom,H,1.518518519,0.814814815,D,W,L,L,L,D,0.222222222,-0.925925926,0.074074074,-15
Middlesbrough,Liverpool,H,0.851851852,2.037037037,D,L,D,D,W,W,-0.666666667,0.925925926,-0.259259259,17
Aston Villa,Stoke,NH,1.888888889,0.925925926,L,W,D,D,L,W,0.555555556,-0.703703704,0.222222222,-6
Bolton,Newcastle,H,1.111111111,1.037037037,W,L,W,D,W,D,-0.333333333,-0.333333333,0.074074074,-5
Hull,Blackburn,NH,1.074074074,0.962962963,L,D,D,W,L,L,-0.592592593,-0.481481481,-0.111111111,2
West Ham,Man City,H,1.222222222,1.185185185,L,L,D,D,L,W,-0.074074074,0.296296296,0,-1
Liverpool,Sunderland,H,2.037037037,1.148148148,D,W,W,D,W,D,0.925925926,-0.222222222,0.037037037,-14
Portsmouth,Chelsea,NH,1.037037037,1.925925926,D,W,L,W,D,L,-0.518518519,1.111111111,-0.222222222,11
West Brom,Arsenal,NH,0.814814815,1.666666667,L,L,D,D,D,D,-0.925925926,0.481481481,-0.111111111,16
Blackburn,Everton,NH,0.964285714,1.571428571,D,W,L,W,D,W,-0.464285714,0.285714286,-0.107142857,10
Fulham,Hull,NH,1.214285714,1.035714286,L,D,W,L,L,D,0.035714286,-0.607142857,0.107142857,-10
Man City,Aston Villa,H,1.142857143,1.857142857,L,D,L,D,L,W,0.25,0.535714286,-0.142857143,4
Newcastle,Man United,NH,1,2.321428571,L,D,W,W,W,W,-0.357142857,1.285714286,-0.357142857,17
Stoke,Bolton,H,0.928571429,1.178571429,D,D,L,W,W,L,-0.678571429,-0.285714286,-0.178571429,-1
Tottenham,Middlesbrough,H,1.107142857,0.928571429,W,W,D,W,D,L,0,-0.571428571,0.178571429,-11
Wigan,West Ham,NH,1.25,1.285714286,L,D,D,W,L,L,0.035714286,-0.035714286,-0.107142857,2
Sunderland,Tottenham,NH,1.107142857,1.107142857,L,D,W,W,W,D,-0.285714286,0,-0.071428571,8
Fulham,Blackburn,NH,1.214285714,0.964285714,L,D,W,D,W,L,0.035714286,-0.464285714,0,-8
Arsenal,Blackburn,H,1.642857143,0.964285714,D,D,D,D,W,L,0.464285714,-0.464285714,0,-11
Bolton,Fulham,NH,1.137931034,1.172413793,L,W,W,L,L,D,-0.344827586,0,0.172413793,6
Everton,Stoke,H,1.551724138,1,D,W,D,W,D,D,0.275862069,-0.586206897,0,-7
Hull,Newcastle,NH,1.103448276,0.965517241,W,L,L,L,L,D,-0.551724138,-0.379310345,0,-1
Man United,Liverpool,NH,2.24137931,2,L,W,W,W,L,D,1.137931034,0.862068966,0.068965517,-1
Middlesbrough,Portsmouth,NH,0.896551724,1,L,W,D,D,L,D,-0.689655172,-0.517241379,0,5
Sunderland,Wigan,NH,1.103448276,1.206896552,D,L,D,L,L,D,-0.275862069,0,0.103448276,5
Aston Villa,Tottenham,NH,1.793103448,1.103448276,L,D,L,D,W,W,0.448275862,0,-0.103448276,-2
Chelsea,Man City,H,2,1.206896552,W,W,W,W,L,D,1.103448276,0.310344828,0.103448276,-7
West Ham,West Brom,NH,1.344827586,0.75862069,W,W,L,L,L,L,0,-1,0.206896552,-11
Blackburn,West Ham,NH,1.034482759,1.344827586,W,D,W,W,W,L,-0.413793103,0,0,6
Fulham,Man United,H,1.233333333,2.166666667,W,L,L,L,L,W,0.066666667,1.033333333,-0.066666667,6
Newcastle,Arsenal,NH,0.966666667,1.733333333,D,L,L,W,W,D,-0.366666667,0.633333333,-0.133333333,14
Portsmouth,Everton,H,1.066666667,1.6,W,D,L,W,D,W,-0.466666667,0.333333333,-0.1,9
Stoke,Middlesbrough,H,0.966666667,0.9,L,W,D,D,L,W,-0.633333333,-0.666666667,0,-7
Tottenham,Chelsea,H,1.166666667,2.033333333,W,D,W,W,W,W,0.033333333,1.1,-0.066666667,5
West Brom,Bolton,NH,0.766666667,1.1,D,L,L,L,L,W,-0.966666667,-0.4,-0.166666667,7
Liverpool,Aston Villa,H,2.033333333,1.733333333,W,W,L,L,L,D,0.933333333,0.4,0.2,-4
Man City,Sunderland,H,1.166666667,1.066666667,L,W,L,L,D,L,0.266666667,-0.3,-0.033333333,-6
Wigan,Hull,H,1.266666667,1.1,W,L,L,D,W,L,0.033333333,-0.533333333,0,-6
Arsenal,Man City,H,1.733333333,1.166666667,W,W,D,L,W,L,0.633333333,0.266666667,0.166666667,-6
Blackburn,Tottenham,H,1,1.225806452,D,L,W,W,W,D,-0.516129032,0.064516129,-0.161290323,7
Bolton,Middlesbrough,H,1.096774194,0.870967742,D,L,L,L,D,L,-0.387096774,-0.677419355,0.064516129,-6
Fulham,Liverpool,NH,1.290322581,2.064516129,W,W,L,W,W,W,0.129032258,1.064516129,-0.096774194,5
Hull,Portsmouth,NH,1.064516129,1.064516129,L,D,W,D,W,D,-0.548387097,-0.451612903,-0.064516129,3
Newcastle,Chelsea,NH,0.935483871,1.967741935,L,D,L,L,W,W,-0.419354839,1.032258065,-0.322580645,15
West Brom,Stoke,NH,0.774193548,1.032258065,D,D,L,W,L,W,-0.935483871,-0.580645161,-0.193548387,8
West Ham,Sunderland,H,1.322580645,1.032258065,D,D,W,L,L,D,0,-0.322580645,0.193548387,-7
Everton,Wigan,H,1.548387097,1.322580645,L,W,D,W,W,L,0.290322581,0.064516129,0.032258065,-6
Man United,Aston Villa,H,2.193548387,1.677419355,W,L,L,L,L,L,1.032258065,0.225806452,0.258064516,-5
Chelsea,Bolton,H,1.967741935,1.096774194,L,W,W,D,L,L,1.032258065,-0.387096774,0.161290323,-10
Liverpool,Blackburn,H,2.09375,1.0625,W,W,W,W,D,L,1.0625,-0.46875,0.125,-13
Middlesbrough,Hull,H,0.84375,1.0625,L,L,D,D,L,D,-0.75,-0.53125,-0.03125,2
Portsmouth,West Brom,NH,1.0625,0.75,D,D,W,L,D,D,-0.4375,-0.96875,0.125,-6
Stoke,Newcastle,NH,1.09375,0.90625,W,W,L,L,L,D,-0.5,-0.46875,0.28125,-6
Sunderland,Man United,NH,1,2.21875,L,L,L,W,W,L,-0.375,1.03125,-0.25,15
Tottenham,West Ham,H,1.1875,1.375,L,W,W,W,D,D,0.03125,0.0625,-0.03125,-1
Wigan,Arsenal,NH,1.28125,1.8125,L,W,W,W,W,W,-0.0625,0.71875,-0.21875,7
Aston Villa,Everton,NH,1.625,1.59375,L,L,L,W,L,W,0.1875,0.40625,-0.28125,1
Man City,Fulham,NH,1.1875,1.25,L,W,L,L,W,W,0.21875,0.09375,0,3
Aston Villa,West Ham,NH,1.625,1.375,L,L,L,W,D,D,0.1875,0.0625,-0.3125,-3
Middlesbrough,Fulham,NH,0.909090909,1.303030303,W,L,L,W,L,W,-0.666666667,0.151515152,-0.151515152,12
Portsmouth,Bolton,H,1.121212121,1.121212121,W,D,D,L,W,D,-0.393939394,-0.303030303,0.151515152,1
Stoke,Blackburn,H,1.090909091,1.03030303,D,W,W,L,W,D,-0.484848485,-0.575757576,0.090909091,-3
Sunderland,Hull,H,0.96969697,1.03030303,L,L,L,L,D,L,-0.393939394,-0.575757576,-0.121212121,-1
Man City,West Brom,H,1.151515152,0.757575758,L,L,W,D,L,D,0.151515152,-0.939393939,0.090909091,-10
Tottenham,Newcastle,H,1.242424242,0.909090909,W,L,W,D,L,L,0.060606061,-0.454545455,0.242424242,-10
Liverpool,Arsenal,NH,2.121212121,1.848484848,W,W,W,W,W,W,1.151515152,0.787878788,0,-2
Chelsea,Everton,NH,2.03030303,1.575757576,W,W,L,D,W,L,1.060606061,0.393939394,0.121212121,-2
Man United,Portsmouth,H,2.242424242,1.121212121,W,W,W,W,D,D,1.060606061,-0.393939394,0,-13
Bolton,Aston Villa,NH,1.121212121,1.606060606,L,W,D,D,L,L,-0.303030303,0.181818182,0.090909091,7
Everton,Man City,NH,1.558823529,1.205882353,D,D,W,W,L,L,0.382352941,0.205882353,0.058823529,-5
Fulham,Stoke,H,1.294117647,1.147058824,D,W,L,W,D,W,0.147058824,-0.441176471,0,-5
Hull,Liverpool,NH,1,2.088235294,L,L,D,D,W,W,-0.588235294,1.117647059,-0.323529412,15
Man United,Tottenham,H,2.264705882,1.294117647,W,W,W,W,W,L,1.117647059,0.088235294,0,-7
West Brom,Sunderland,H,0.735294118,1.029411765,L,D,L,W,L,L,-0.970588235,-0.352941176,0,4
West Ham,Chelsea,NH,1.323529412,2,D,L,W,D,W,W,0.029411765,1.029411765,-0.117647059,6
Arsenal,Middlesbrough,H,1.823529412,0.911764706,D,W,W,D,W,L,0.764705882,-0.647058824,0.235294118,-15
Blackburn,Wigan,H,1,1.205882353,L,L,W,L,L,L,-0.588235294,-0.205882353,-0.058823529,4
Newcastle,Portsmouth,NH,0.882352941,1.088235294,L,D,L,L,W,D,-0.470588235,-0.441176471,-0.176470588,4
Chelsea,Fulham,H,2,1.294117647,D,W,W,D,W,L,1.029411765,0.147058824,0,-4
Man City,Blackburn,H,1.257142857,1.057142857,W,W,L,W,L,L,0.228571429,-0.514285714,0.057142857,-5
Middlesbrough,Man United,NH,0.885714286,2.285714286,L,D,W,W,W,W,-0.685714286,1.142857143,-0.314285714,18
Portsmouth,Arsenal,NH,1.085714286,1.857142857,D,L,W,W,D,W,-0.428571429,0.8,-0.2,10
Stoke,West Ham,NH,1.114285714,1.285714286,L,W,D,L,D,L,-0.457142857,0,0.142857143,3
Tottenham,West Brom,H,1.257142857,0.8,L,W,W,W,L,D,0,-0.857142857,0.114285714,-12
Wigan,Bolton,NH,1.2,1.085714286,D,L,L,D,L,L,-0.2,-0.314285714,-0.028571429,-2
Liverpool,Newcastle,H,2.114285714,0.885714286,W,D,W,D,L,D,1.142857143,-0.457142857,0.314285714,-16
Sunderland,Everton,NH,1,1.514285714,L,W,L,L,D,D,-0.428571429,0.342857143,-0.057142857,11
Aston Villa,Hull,H,1.571428571,0.971428571,D,D,D,L,L,L,0.171428571,-0.628571429,0.057142857,-11
Blackburn,Portsmouth,H,1.057142857,1.085714286,W,L,L,D,L,W,-0.514285714,-0.428571429,0.028571429,1
Bolton,Sunderland,NH,1.083333333,0.972222222,D,D,L,L,L,W,-0.305555556,-0.472222222,0.055555556,-3
Everton,Tottenham,NH,1.555555556,1.305555556,W,L,D,W,L,W,0.388888889,0.027777778,-0.027777778,-3
Fulham,Aston Villa,H,1.305555556,1.611111111,L,W,D,W,D,D,0.111111111,0.194444444,0.027777778,1
Hull,Stoke,NH,0.944444444,1.083333333,L,L,L,L,L,W,-0.638888889,-0.472222222,-0.166666667,5
West Brom,Wigan,H,0.777777778,1.166666667,L,W,L,L,D,L,-0.861111111,-0.25,0.083333333,9
West Ham,Liverpool,NH,1.333333333,2.138888889,W,L,D,W,W,D,0.027777778,1.194444444,-0.166666667,7
Arsenal,Chelsea,NH,1.888888889,2.055555556,W,W,D,W,W,D,0.861111111,1.055555556,0,1
Man United,Man City,H,2.305555556,1.305555556,W,W,W,W,W,W,1.166666667,0.277777778,0.166666667,-9
Newcastle,Middlesbrough,H,0.861111111,0.861111111,L,D,L,L,L,D,-0.527777778,-0.722222222,-0.055555556,-1
Wigan,Man United,NH,1.166666667,2.305555556,L,D,L,W,W,W,-0.25,1.166666667,-0.388888889,10
Bolton,Hull,NH,1.081081081,0.918918919,D,D,D,L,L,L,-0.297297297,-0.648648649,0.081081081,-4
Everton,West Ham,H,1.540540541,1.297297297,D,W,L,L,W,L,0.378378378,-0.054054054,0.054054054,-4
Man United,Arsenal,NH,2.324324324,1.837837838,W,W,W,L,W,W,1.162162162,0.756756757,0.135135135,-3
Middlesbrough,Aston Villa,NH,0.837837838,1.567567568,L,L,L,L,W,D,-0.756756757,0.135135135,-0.054054054,13
Newcastle,Fulham,NH,0.918918919,1.351351351,W,L,D,W,L,W,-0.459459459,0.162162162,-0.135135135,11
Stoke,Wigan,H,1.135135135,1.135135135,W,L,L,L,L,D,-0.432432432,-0.27027027,0.162162162,1
Tottenham,Man City,H,1.297297297,1.27027027,D,W,L,L,W,W,0.027027027,0.216216216,0.027027027,-2
Chelsea,Blackburn,H,2.081081081,1.081081081,W,W,W,W,L,W,1.108108108,-0.486486486,0.189189189,-12
West Brom,Liverpool,NH,0.837837838,2.162162162,W,L,W,W,W,W,-0.783783784,1.243243243,-0.162162162,18
Portsmouth,Sunderland,H,1.027027027,0.972972973,L,L,D,D,L,L,-0.540540541,-0.459459459,0,-2
Arsenal,Stoke,H,1.815789474,1.184210526,D,L,W,W,W,L,0.736842105,-0.368421053,-0.026315789,-8
Aston Villa,Newcastle,H,1.552631579,0.894736842,D,L,W,L,W,L,0.131578947,-0.473684211,0.052631579,-12
Blackburn,West Brom,NH,1.052631579,0.815789474,L,W,L,L,W,L,-0.526315789,-0.815789474,0,-5
Fulham,Everton,NH,1.394736842,1.578947368,W,W,L,W,D,W,0.184210526,0.421052632,0.052631579,2
Hull,Man United,NH,0.921052632,2.289473684,D,L,L,D,W,W,-0.631578947,1.131578947,-0.315789474,16
Liverpool,Tottenham,H,2.184210526,1.342105263,W,W,W,W,D,W,1.263157895,0.052631579,0.078947368,-6
Man City,Bolton,H,1.236842105,1.078947368,L,L,W,D,D,D,0.184210526,-0.289473684,0.131578947,-3
Sunderland,Chelsea,NH,0.947368421,2.105263158,L,D,L,W,W,W,-0.5,1.131578947,-0.236842105,13
West Ham,Middlesbrough,H,1.263157895,0.842105263,L,L,W,D,L,L,-0.105263158,-0.736842105,0.052631579,-10
Wigan,Portsmouth,H,1.105263158,1.078947368,L,L,L,W,L,L,-0.315789474,-0.473684211,-0.078947368,-3
Aston Villa,Wigan,NH,0,0,M,M,M,M,M,M,0,0,0,-10
Blackburn,Man City,NH,0,0,M,M,M,M,M,M,0,0,0,5
Bolton,Sunderland,NH,0,0,M,M,M,M,M,M,0,0,0,1
Chelsea,Hull,H,0,0,M,M,M,M,M,M,0,0,0,-18
Everton,Arsenal,NH,0,0,M,M,M,M,M,M,0,0,0,5
Portsmouth,Fulham,NH,0,0,M,M,M,M,M,M,0,0,0,8
Stoke,Burnley,H,0,0,M,M,M,M,M,M,0,0,0,-7
Wolves,West Ham,NH,0,0,M,M,M,M,M,M,0,0,0,-2
Man United,Birmingham,H,0,0,M,M,M,M,M,M,0,0,0,-7
Tottenham,Liverpool,H,0,0,M,M,M,M,M,M,0,0,0,-3
Sunderland,Chelsea,NH,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0,12
Wigan,Wolves,NH,1.5,0,W,M,M,L,M,M,1,-1,1.5,1
Birmingham,Portsmouth,H,0,0,L,M,M,L,M,M,-0.5,-0.5,0,-11
Burnley,Man United,H,0,1.5,L,M,M,W,M,M,-1,0.5,-1.5,16
Hull,Tottenham,NH,0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,15
Liverpool,Stoke,H,0,1.5,L,M,M,W,M,M,-0.5,1,-1.5,-4
Arsenal,Portsmouth,H,1.5,0,W,M,M,L,M,M,2.5,-0.5,1.5,-17
Birmingham,Stoke,NH,0,1.5,L,M,M,W,M,M,-0.5,1,-1.5,-2
Hull,Bolton,H,0,0,L,M,M,L,M,M,-0.5,-0.5,0,5
Man City,Wolves,H,1.5,0,W,M,M,L,M,M,1,-1,1.5,-10
Sunderland,Blackburn,H,1,0,L,W,M,L,L,M,-0.333333333,-1,1,3
Wigan,Man United,NH,1,1,L,W,M,L,W,M,0.333333333,0,0,14
Burnley,Everton,H,1,0,W,L,M,L,L,M,-0.333333333,-2,1,10
Fulham,Chelsea,NH,1,2,L,W,M,W,W,M,-0.333333333,1,-1,11
West Ham,Tottenham,NH,1,2,L,W,M,W,W,M,0.333333333,1.666666667,-1,13
Liverpool,Aston Villa,NH,1,1,W,L,M,W,L,M,1,0,0,1
Blackburn,West Ham,NH,0,1,L,L,M,L,W,M,-1,0.333333333,-1,-7
Bolton,Liverpool,NH,0,1,L,L,M,W,L,M,-0.666666667,1,-1,7
Chelsea,Burnley,H,2,1,W,W,M,W,L,M,1,-0.333333333,1,-17
Man United,Arsenal,H,1,2,L,W,M,W,W,M,0,2.666666667,-1,-1
Stoke,Sunderland,H,1,1.5,D,L,W,W,L,W,-0.5,0,-0.5,-2
Tottenham,Birmingham,H,2.25,1,W,W,W,D,W,L,1.5,0,1.25,-5
Wolves,Hull,NH,0.75,0.75,L,W,L,W,L,L,-0.5,-1,0,-4
Aston Villa,Fulham,H,1.5,0.75,W,W,L,L,L,W,0.5,-0.75,0.75,-6
Everton,Wigan,H,0.75,0.75,W,L,L,L,L,W,-1.25,-1,0,-8
Portsmouth,Man City,NH,0,2.25,L,L,L,W,W,W,-1.25,1,-2.25,15
Blackburn,Wolves,H,0.25,0.75,D,L,L,L,W,L,-0.75,-0.5,-0.5,-5
Liverpool,Burnley,H,0.75,1.5,L,W,L,W,W,L,0.25,0,-0.75,-11
Man City,Arsenal,H,2.25,1.5,W,W,W,L,W,W,1,1.75,0.75,2
Portsmouth,Bolton,NH,0,0,L,L,L,L,L,L,-1.25,-0.75,0,6
Stoke,Chelsea,NH,1.4,2.4,W,D,L,W,W,W,-0.2,1.6,-1,10
Sunderland,Hull,H,1.2,0.8,L,W,L,D,W,L,-0.2,-0.8,0.4,-6
Tottenham,Man United,NH,2.4,1.8,W,W,W,W,W,L,1.4,1.2,0.6,2
Wigan,West Ham,H,0.6,0.8,L,L,L,L,D,L,-1,0,-0.2,-1
Birmingham,Aston Villa,NH,0.8,1.8,L,D,W,W,W,W,-0.2,0.6,-1,3
Fulham,Everton,H,1.2,0.6,W,L,L,L,W,L,-0.4,-1.2,0.6,4
Arsenal,Wigan,H,1.2,0.6,L,L,W,L,L,L,1,-1,0.6,-13
Aston Villa,Portsmouth,H,1.8,0,W,W,W,L,L,L,0.6,-1.2,1.8,-14
Bolton,Stoke,NH,0.6,1.4,W,L,L,W,D,L,-0.4,-0.2,-0.8,3
Burnley,Sunderland,H,1.2,1.2,L,W,W,L,W,L,-0.6,-0.2,0,5
Hull,Birmingham,NH,0.666666667,0.666666667,L,D,W,L,L,D,-1.166666667,-0.333333333,0,10
West Ham,Liverpool,NH,0.666666667,1.5,L,L,D,W,W,L,-0.166666667,1,-0.833333333,10
Chelsea,Tottenham,H,2.5,2,W,W,W,L,W,W,1.5,0.833333333,0.5,-3
Everton,Blackburn,H,1,0.666666667,W,L,W,L,W,D,-0.5,-0.666666667,0.333333333,-2
Man United,Man City,H,2,2,W,W,W,L,W,W,1.333333333,0.833333333,0,-3
Wolves,Fulham,H,0.666666667,1,L,D,L,L,W,L,-0.666666667,-0.5,-0.333333333,3
Birmingham,Bolton,NH,0.666666667,0.666666667,L,L,D,D,W,L,-0.333333333,-0.333333333,0,-5
Blackburn,Aston Villa,H,0.666666667,2,L,W,D,W,W,W,-0.666666667,0.833333333,-1.333333333,4
Fulham,Arsenal,NH,1,1.5,L,W,L,W,L,L,-0.5,1.5,-0.5,9
Liverpool,Hull,H,1.5,0.666666667,W,W,L,L,D,W,1,-1.166666667,0.833333333,-12
Portsmouth,Everton,NH,0,1.285714286,L,L,L,W,W,L,-1.285714286,-0.285714286,-1.285714286,12
Stoke,Man United,NH,1.142857143,2.142857143,D,L,W,W,W,W,-0.285714286,1.285714286,-1,9
Tottenham,Burnley,H,1.714285714,1.285714286,L,L,W,W,L,L,0.285714286,-0.714285714,0,-14
Wigan,Chelsea,H,0.857142857,2.571428571,L,W,L,W,W,W,-1.142857143,1.714285714,-1.714285714,15
Sunderland,Wolves,H,1.285714286,1,L,W,L,W,L,D,0,-0.428571429,-0.142857143,-2
Man City,West Ham,H,2.142857143,0.571428571,W,L,W,L,L,L,1,-0.428571429,1.571428571,-12
Bolton,Tottenham,NH,1,1.714285714,W,D,W,L,L,W,-0.142857143,0.285714286,-0.285714286,10
Burnley,Birmingham,H,1.285714286,1,W,L,L,W,L,L,-0.714285714,-0.142857143,0.285714286,9
Hull,Wigan,H,0.571428571,0.857142857,L,L,D,L,W,L,-1.142857143,-1.142857143,0.142857143,3
Man United,Sunderland,NH,2.142857143,1.285714286,W,W,W,L,W,L,1.285714286,0,0.857142857,-11
Wolves,Portsmouth,NH,0.875,0,L,W,L,L,L,L,-0.75,-1.25,0.5,-5
Arsenal,Blackburn,H,1.875,0.875,W,W,W,L,W,L,1.75,-0.875,0.25,-7
Chelsea,Liverpool,H,2.25,1.875,L,W,W,W,W,W,1.25,1.5,0,-6
Everton,Stoke,NH,1.25,1,D,W,W,L,D,L,-0.25,-0.5,0.625,-3
West Ham,Fulham,NH,0.625,0.875,D,L,L,D,L,L,-0.375,-0.5,-0.25,5
Aston Villa,Man City,NH,1.625,2,D,L,W,D,W,L,0.5,0.875,0,1
Arsenal,Birmingham,H,1.875,0.875,W,W,W,L,W,L,1.75,-0.25,0.625,-6
Aston Villa,Chelsea,H,1.625,2.25,D,L,W,L,W,W,0.5,1.25,-0.25,5
Everton,Wolves,NH,1.25,0.875,D,W,W,L,W,L,-0.25,-0.75,0.75,-7
Man United,Bolton,H,2.25,1,W,W,W,D,W,D,1.375,-0.125,0.875,-12
Portsmouth,Tottenham,NH,0.333333333,1.777777778,W,L,L,D,W,L,-1,0.777777778,-0.444444444,16
Stoke,West Ham,H,1,0.555555556,D,L,D,L,D,L,-0.444444444,-0.444444444,0.444444444,-6
Sunderland,Liverpool,H,1.444444444,1.666666667,D,W,L,L,W,W,0.333333333,1.111111111,-0.555555556,6
Blackburn,Burnley,H,1.111111111,1.333333333,W,L,W,W,L,W,-0.666666667,-1,0.333333333,-8
Wigan,Man City,NH,1,1.888888889,L,W,L,D,D,W,-0.777777778,0.777777778,-0.222222222,11
Fulham,Hull,H,1.111111111,0.777777778,W,D,L,W,L,L,-0.222222222,-1.333333333,0.333333333,-7
Birmingham,Sunderland,H,0.777777778,1.444444444,L,L,W,D,W,L,-0.333333333,0.333333333,-0.444444444,-4
Burnley,Wigan,NH,1.333333333,1,W,L,W,L,W,L,-1,-0.777777778,0,2
Chelsea,Blackburn,H,2.333333333,1.111111111,W,L,W,W,L,W,1.333333333,-0.666666667,0.333333333,-9
Hull,Portsmouth,NH,0.777777778,0.333333333,W,L,L,W,L,L,-1.333333333,-1,0.111111111,-1
Tottenham,Stoke,NH,1.9,1.2,W,D,W,W,D,L,0.8,-0.3,0.2,-7
Wolves,Aston Villa,NH,0.8,1.7,D,L,L,D,W,D,-0.7,0.5,-0.4,9
Bolton,Everton,H,1.1,1.1,W,L,D,L,D,D,-0.1,-0.3,0,6
Liverpool,Man United,H,1.5,2.2,L,L,W,W,D,W,0.9,1.2,-0.4,5
Man City,Fulham,NH,1.8,1.1,D,D,D,D,W,D,0.7,-0.2,0.1,-7
West Ham,Arsenal,NH,0.6,1.9,D,L,D,D,W,W,-0.4,1.6,-1.1,14
Arsenal,Tottenham,H,1.9,1.9,D,W,W,W,D,W,1.6,0.8,0.6,-1
Bolton,Chelsea,NH,1.1,2.1,W,L,D,L,W,L,-0.1,1.1,-0.1,13
Burnley,Hull,H,1.2,0.7,L,W,L,L,W,L,-1,-1.4,0.3,-1
Everton,Aston Villa,NH,1.1,1.7,L,D,D,D,W,D,-0.3,0.5,0,2
Fulham,Liverpool,H,1.272727273,1.636363636,W,D,W,W,L,L,0,1,-0.090909091,5
Man United,Blackburn,H,2,0.909090909,L,W,D,L,L,W,0.909090909,-1.181818182,0.363636364,-8
Portsmouth,Wigan,H,0.363636364,1.181818182,D,L,W,W,D,L,-0.909090909,-0.454545455,-0.272727273,4
Stoke,Wolves,NH,1.363636364,0.818181818,W,W,D,D,D,L,-0.181818182,-0.636363636,0.272727273,-4
Sunderland,West Ham,NH,1.454545455,0.636363636,L,W,D,D,D,L,0.272727273,-0.363636364,0.363636364,-4
Birmingham,Man City,NH,0.909090909,1.727272727,W,L,L,D,D,D,-0.363636364,0.636363636,-0.090909091,4
West Ham,Aston Villa,H,0.636363636,1.636363636,D,D,L,D,D,W,-0.363636364,0.454545455,-0.272727273,11
Aston Villa,Bolton,H,1.636363636,1,D,D,W,L,W,L,0.454545455,-0.454545455,-0.090909091,-8
Blackburn,Portsmouth,H,0.909090909,0.363636364,L,L,W,D,L,W,-1.181818182,-0.909090909,0.181818182,-10
Man City,Burnley,NH,1.727272727,1.090909091,D,D,D,L,L,W,0.636363636,-1.090909091,0.090909091,-13
Tottenham,Sunderland,H,1.583333333,1.416666667,L,L,W,D,L,W,0.333333333,0.25,-0.083333333,-9
Wolves,Arsenal,NH,0.833333333,2.083333333,D,D,D,W,W,D,-0.583333333,1.833333333,-0.833333333,12
Chelsea,Man United,H,2.25,2.083333333,W,W,L,W,L,W,1.666666667,1,-0.083333333,-1
Hull,Stoke,H,0.666666667,1.333333333,L,D,L,D,W,W,-1.333333333,-0.166666667,-0.333333333,8
West Ham,Everton,NH,0.833333333,1.25,W,D,D,W,D,L,-0.25,-0.166666667,0,9
Wigan,Fulham,NH,1.083333333,1.25,L,W,D,D,W,D,-0.75,0,-0.166666667,4
Liverpool,Birmingham,NH,1.5,0.916666667,L,W,L,D,W,L,0.75,-0.333333333,0.166666667,-2
Birmingham,Fulham,H,0.916666667,1.25,D,W,L,D,W,D,-0.333333333,0,-0.416666667,-3
Burnley,Aston Villa,NH,1.25,1.5,W,L,L,L,D,D,-0.833333333,0.333333333,0,12
Chelsea,Wolves,H,2.25,0.833333333,W,W,L,D,D,D,1.666666667,-0.583333333,0.5,-14
Hull,West Ham,NH,0.846153846,0.769230769,W,L,D,L,W,D,-1.153846154,-0.307692308,0.153846154,2
Liverpool,Man City,NH,1.461538462,1.615384615,D,L,W,D,D,D,0.692307692,0.538461538,-0.076923077,2
Man United,Everton,H,1.923076923,1.153846154,L,W,L,L,W,D,0.846153846,-0.384615385,0.153846154,-6
Sunderland,Arsenal,H,1.307692308,1.923076923,L,D,L,L,W,W,0.076923077,1.615384615,-0.384615385,10
Bolton,Blackburn,NH,0.846153846,1.230769231,L,L,L,W,W,L,-0.846153846,-0.692307692,-0.461538462,4
Stoke,Portsmouth,H,1.230769231,0.538461538,L,D,W,L,W,D,-0.230769231,-0.615384615,0.076923077,-9
Tottenham,Wigan,H,1.692307692,1.076923077,W,L,L,D,L,W,0.461538462,-0.692307692,0.153846154,-12
Fulham,Blackburn,H,1.153846154,1.230769231,L,D,W,W,W,L,-0.076923077,-0.692307692,-0.076923077,2
Hull,Everton,H,0.846153846,1.153846154,W,L,D,L,W,D,-1.153846154,-0.384615385,0.153846154,11
Aston Villa,Tottenham,NH,1.615384615,1.692307692,W,L,D,W,L,L,0.615384615,0.461538462,0.076923077,2
Blackburn,Stoke,NH,1.142857143,1.357142857,L,W,W,W,L,D,-0.857142857,-0.142857143,-0.285714286,-1
Fulham,Bolton,NH,1.285714286,0.857142857,W,L,D,D,L,L,0.142857143,-0.785714286,0.285714286,-2
Man City,Hull,NH,1.571428571,0.857142857,D,D,D,D,W,L,0.5,-1.071428571,0,-14
Portsmouth,Man United,NH,0.5,2,L,L,W,W,L,W,-0.642857143,1,-0.357142857,18
West Ham,Burnley,H,0.785714286,1.214285714,D,L,W,D,D,W,-0.285714286,-0.714285714,0.071428571,-1
Wigan,Sunderland,H,1,1.428571429,L,D,L,W,L,D,-1.214285714,0.142857143,-0.142857143,3
Arsenal,Chelsea,NH,1.785714286,2.357142857,L,L,W,W,W,W,1.285714286,1.785714286,-0.357142857,2
Everton,Liverpool,NH,1.071428571,1.428571429,L,L,W,D,D,L,-0.428571429,0.642857143,-0.071428571,1
Wolves,Birmingham,NH,0.714285714,1.071428571,L,L,D,W,D,D,-1,-0.214285714,-0.357142857,6
Arsenal,Stoke,H,1.785714286,1.357142857,L,L,W,W,L,D,1.285714286,-0.142857143,-0.214285714,-8
